Network size	Joining time (ms)
492	1334
493	1826
494	1192
495	1269
496	1674
497	605
498	1423
499	1050
500	2468
501	1236
502	1433
503	898
504	1190
505	702
506	1486
507	1374
508	962
509	1077
510	1599
511	1564
512	1229
513	998
514	2277
515	1159
516	1186
517	1481
518	1518
519	2102
520	1318
521	1035
522	1926
523	1498
524	1623
525	1557
526	1469
527	1220
528	1666
529	1172
530	1422
531	1195
532	1862
533	1234
534	1380
535	1308
536	1068
537	1516
538	874
539	2427
540	1726
541	1595
542	1441
543	1102
544	1836
545	1599
546	1644
547	1445
548	2428
549	2150
550	1328
551	1114
552	747
553	1801
554	1061
555	1149
556	949
557	1427
558	1209
559	1545
560	1405
561	803
562	1379
563	2382
564	1799
565	1435
566	1748
567	2276
568	866
569	1500
570	2322
571	1243
572	1868
573	1414
574	1441
575	1838
576	1380
577	1447
578	663
579	1366
580	1542
581	1480
582	2087
583	1517
584	1162
585	2287
586	1502
587	1541
588	1297
589	2061
590	1210
591	1806
592	1351
593	1024
594	1550
595	1198
596	1379
597	1547
598	1470
599	1326
600	1903
601	922
602	1127
603	1172
604	1180
605	1192
606	774
607	1668
608	1390
609	1720
610	1194
611	1987
612	1250
613	1107
614	1170
615	1239
616	1533
617	1883
618	1641
619	1441
620	1912
621	1776
622	1533
623	1263
624	2060
625	1225
626	730
627	1499
628	1403
629	2353
630	2386
631	1484
632	1695
633	2039
634	1448
635	1438
636	2277
637	1073
638	1764
639	1434
640	1233
641	1341
642	731
643	2061
644	2027
645	1886
646	2550
647	655
648	1016
649	2147
650	1354
651	1393
652	1357
653	1160
654	1254
655	1334
656	1110
657	1493
658	1709
659	2176
660	1364
661	1411
662	1412
663	1346
664	1022
665	1778
666	1824
667	1334
668	1566
669	2110
670	1090
671	1723
672	968
673	1655
674	1278
675	1135
676	1133
677	1583
678	1400
679	1550
680	1322
681	1126
682	1445
683	2377
684	1486
685	936
686	2100
687	1440
688	863
689	2545
690	1675
691	1308
692	1656
693	1676
694	679
695	1567
696	744
697	1266
698	1167
699	1247
700	1697
701	2169
702	1893
703	937
704	1582
705	1646
706	1449
707	1287
708	2549
709	1873
710	1899
711	1394
712	1655
713	1873
714	1891
715	1682
716	1265
717	2624
718	860
719	1549
720	1559
721	665
722	1475
723	1382
724	1688
725	1187
726	737
727	1803
728	1265
729	1469
730	1163
731	704
732	1114
733	1625
734	1387
735	2215
736	1272
737	2071
738	1983
739	1574
740	2115
741	2036
742	2835
743	1393
744	1956
745	1003
746	1111
747	1415
748	1699
749	1091
750	2307
751	1481
752	1080
753	1073
754	1661
755	1284
756	1595
757	1818
758	1333
759	1453
760	1483
761	1363
762	1762
763	788
764	2087
765	1447
766	1686
767	1398
768	2245
769	1974
770	1057
771	1265
772	1838
773	1407
774	895
775	1890
776	1491
777	1695
778	1057
779	1249
780	1749
781	1676
782	1034
783	1620
784	1618
785	1713
786	1137
787	1563
788	1816
789	1454
790	1201
791	880
792	1339
793	1330
794	939
795	1440
796	2168
797	1957
798	1982
799	2436
800	2359
801	1493
802	1325
803	1511
804	1300
805	1108
806	1276
807	1600
808	1671
809	1784
810	1207
811	2121
812	1491
813	1564
814	1267
815	1603
816	829
817	1360
818	1325
819	1696
820	1181
821	1942
822	1296
823	2215
824	2134
825	1371
826	1954
827	2487
828	1264
829	1874
830	1669
831	1912
832	598
833	1319
834	1619
835	1399
836	1360
837	1175
838	1313
839	2176
840	1101
841	2312
842	2164
843	1225
844	1890
845	824
846	2012
847	566
848	1083
849	1257
850	1720
851	2082
852	1804
853	1830
854	1232
855	915
856	1271
857	1178
858	1146
859	1500
860	1521
861	954
862	1840
863	1114
864	1402
865	1203
866	1048
867	1814
868	2077
869	1971
870	1036
871	2472
872	1370
873	1602
874	2704
875	1661
876	1393
877	1424
878	1413
879	1584
880	1431
881	1370
882	2051
883	1294
884	2072
885	1394
886	1494
887	1823
888	1530
889	1161
890	2460
891	2176
892	2710
893	2382
894	1921
895	1636
896	2151
897	1635
898	869
899	1764
900	1384
901	1121
902	1009
903	1362
904	2144
905	1790
906	1975
907	1010
908	2309
909	1238
910	2020
911	2091
912	1754
913	1637
914	2400
915	1429
916	1592
917	1946
918	1669
919	1326
920	2340
921	2233
922	1067
923	1368
924	1038
925	897
926	2735
927	1045
928	1866
929	1329
930	1164
931	1613
932	2090
933	1142
934	1965
935	1480
936	1297
937	1109
938	1488
939	2294
940	1721
941	1470
942	974
943	1192
944	1051
945	1449
946	652
947	1231
948	1974
949	1659
950	1682
951	1823
952	1836
953	916
954	1630
955	1179
956	1985
957	1643
958	2775
959	1705
960	1122
961	1220
962	1134
963	2250
964	1369
965	1869
966	1634
967	1483
968	1960
969	2076
970	1708
971	1856
972	1797
973	1597
974	1656
975	1078
976	1139
977	868
978	1554
979	1189
980	1608
981	1277
982	1462
983	1715
984	1237
985	1209
986	1974
987	2515
988	1532
989	999
990	2058
991	1739
992	1162
993	1610
994	1447
995	2325
996	2077
997	1152
998	1412
999	1700
1000	1968
1001	2250
1002	1127
1003	906
1004	1368
1005	1866
1006	1573
1007	1734
1008	1225
1009	1244
1010	1541
1011	1671
1012	1907
1013	950
1014	1400
1015	901
1016	1493
1017	1406
1018	1527
1019	2424
1020	2310
1021	1350
1022	1995
1023	1185
1024	1833
1025	3036
1026	1378
1027	1505
1028	1561
1029	1939
1030	2537
1031	1691
1032	1268
1033	1581
1034	1888
1035	1310
1036	1910
1037	1510
1038	2247
1039	1629
1040	1741
1041	1752
1042	1525
1043	1157
1044	1120
1045	1256
1046	2314
1047	1633
1048	1954
1049	1404
1050	1657
1051	1324
1052	916
1053	2124
1054	1249
1055	1556
1056	1336
1057	1892
1058	1669
1059	1606
1060	1522
1061	1199
1062	1736
1063	1347
1064	2346
1065	1649
1066	1714
1067	1083
1068	1227
1069	1581
1070	1953
1071	1728
1072	1616
1073	1286
1074	1995
1075	1070
1076	766
1077	1547
1078	1995
1079	2191
1080	919
1081	1819
1082	1313
1083	2117
1084	1686
1085	2078
1086	1768
1087	1794
1088	1872
1089	2633
1090	1214
1091	960
1092	1120
1093	1635
1094	1289
1095	1288
1096	1049
1097	1486
1098	2142
1099	2171
1100	2417
1101	1930
1102	1194
1103	968
1104	1175
1105	1907
1106	1558
1107	1838
1108	1767
1109	1852
1110	2141
1111	1303
1112	1473
1113	1467
1114	1054
1115	1667
1116	1623
1117	1576
1118	1455
1119	2502
1120	2226
1121	2076
1122	1316
1123	1510
1124	1861
1125	1377
1126	1661
1127	1729
1128	1636
1129	3159
1130	1224
1131	1339
1132	1268
1133	1439
1134	1832
1135	1763
1136	1549
1137	1356
1138	1586
1139	1940
1140	1072
1141	1293
1142	1876
1143	1891
1144	1081
1145	2368
1146	2194
1147	1616
1148	1796
1149	2015
1150	1930
1151	1396
1152	1438
1153	1551
1154	1391
1155	696
1156	2408
1157	1810
1158	1104
1159	1391
1160	1472
1161	1099
1162	1376
1163	1717
1164	2316
1165	2022
1166	1596
1167	650
1168	1796
1169	2470
1170	1401
1171	1103
1172	1543
1173	1992
1174	1215
1175	1352
1176	1419
1177	1078
1178	1827
1179	1257
1180	1812
1181	1493
1182	1558
1183	2650
1184	650
1185	1464
1186	1814
1187	1752
1188	2300
1189	1407
1190	1571
1191	1608
1192	1511
1193	1475
1194	1095
1195	1537
1196	1328
1197	1635
1198	1322
1199	1081
1200	1599
1201	1574
1202	1247
1203	3013
1204	1905
1205	1394
1206	2074
1207	1268
1208	980
1209	1437
1210	2163
1211	1267
1212	1090
1213	2346
1214	1692
1215	2533
1216	1412
1217	1896
1218	1309
1219	1301
1220	1829
1221	1732
1222	1516
1223	1620
1224	1844
1225	1075
1226	1643
1227	1729
1228	2065
1229	1734
1230	1308
1231	1163
1232	1273
1233	1195
1234	1875
1235	1686
1236	2299
1237	1490
1238	1536
1239	674
1240	1416
1241	747
1242	2266
1243	2461
1244	2052
1245	1367
1246	1030
1247	1811
1248	1433
1249	2039
1250	2048
1251	1806
1252	1809
1253	2165
1254	1926
1255	1320
1256	1642
1257	2099
1258	1420
1259	1636
1260	2161
1261	1450
1262	2076
1263	1432
1264	1675
1265	1363
1266	1552
1267	1805
1268	1277
1269	1030
1270	1618
1271	1352
1272	1600
1273	1819
1274	1201
1275	1117
1276	1892
1277	858
1278	1370
1279	2345
1280	1543
1281	2038
1282	1557
1283	1233
1284	1641
1285	2201
1286	2324
1287	978
1288	864
1289	1366
1290	2343
1291	1493
1292	1492
1293	1445
1294	1318
1295	1862
1296	1351
1297	1443
1298	1696
1299	1376
1300	861
1301	2279
1302	2011
1303	1992
1304	1428
1305	1932
1306	1108
1307	1199
1308	2636
1309	1412
1310	1769
1311	1812
1312	1565
1313	1509
1314	2100
1315	1377
1316	1010
1317	1558
1318	1451
1319	968
1320	949
1321	2170
1322	1843
1323	2102
1324	1380
1325	1706
1326	1457
1327	2466
1328	1301
1329	1643
1330	1532
1331	1639
1332	1424
1333	1499
1334	1530
1335	1511
1336	1662
1337	2145
1338	1319
1339	1262
1340	1346
1341	742
1342	1694
1343	1301
1344	1364
1345	1424
1346	1565
1347	1476
1348	1064
1349	1115
1350	1925
1351	1242
1352	1740
1353	1385
1354	1138
1355	1553
1356	1763
1357	2560
1358	1921
1359	1511
1360	523
1361	2285
1362	1359
1363	2258
1364	789
1365	1778
1366	1724
1367	1411
1368	2966
1369	1751
1370	1924
1371	1635
1372	1985
1373	2296
1374	1469
1375	2549
1376	1922
1377	1141
1378	1249
1379	1106
1380	1447
1381	1236
1382	1734
1383	1135
1384	1207
1385	1213
1386	1520
1387	1123
1388	2195
1389	750
1390	1262
1391	1054
1392	1204
1393	1621
1394	1754
1395	1527
1396	1596
1397	1143
1398	1181
1399	1010
1400	1489
1401	838
1402	2055
1403	1028
1404	1693
1405	1329
1406	1690
1407	1094
1408	1788
1409	2052
1410	1194
1411	901
1412	842
1413	2480
1414	1624
1415	2006
1416	1375
1417	1477
1418	1430
1419	1629
1420	2573
1421	1370
1422	2321
1423	1786
1424	1364
1425	2074
1426	1431
1427	1733
1428	1752
1429	1565
1430	1601
1431	1156
1432	1863
1433	1498
1434	1695
1435	1686
1436	1333
1437	1794
1438	1991
1439	2077
1440	1128
1441	1026
1442	1751
1443	1838
1444	1547
1445	1917
1446	1424
1447	1586
1448	627
1449	2712
1450	1440
1451	1610
1452	2525
1453	2260
1454	2207
1455	1523
1456	1129
1457	1510
1458	1824
1459	1253
1460	1497
1461	1063
1462	2339
1463	2122
1464	1798
1465	1691
1466	955
1467	2647
1468	1222
1469	1377
1470	2338
1471	1489
1472	1340
1473	1285
1474	1184
1475	1566
1476	1390
1477	820
1478	1634
1479	1665
1480	2307
1481	1434
1482	1460
1483	1795
1484	1775
1485	1252
1486	1248
1487	1676
1488	1135
1489	2522
1490	683
1491	2871
1492	1815
1493	1135
1494	1117
1495	1461
1496	1856
1497	856
1498	1427
1499	1563
1500	583
1501	1277
1502	982
1503	1397
1504	481
1505	1859
1506	1429
1507	2130
1508	1452
1509	1872
1510	1443
1511	1609
1512	1136
1513	1351
1514	1151
1515	1474
1516	1182
1517	1097
1518	1833
1519	2267
1520	1699
1521	1543
1522	2160
1523	2182
1524	1583
1525	695
1526	1999
1527	1293
1528	1430
1529	1423
1530	1422
1531	1231
1532	2834
1533	1349
1534	1340
1535	2373
1536	1298
1537	1307
1538	1836
1539	2799
1540	1134
1541	1249
1542	1029
1543	1516
1544	1588
1545	2309
1546	1726
1547	1424
1548	1991
1549	1993
1550	1282
1551	1421
1552	1707
1553	1427
1554	906
1555	984
1556	649
1557	2062
1558	1471
1559	1947
1560	2308
1561	1186
1562	1602
1563	1109
1564	1161
1565	1614
1566	1293
1567	760
1568	2023
1569	1725
1570	1558
1571	1724
1572	1832
1573	775
1574	1796
1575	1272
1576	1189
1577	1903
1578	852
1579	1396
1580	1747
1581	1646
1582	1418
1583	827
1584	2431
1585	1720
1586	1779
1587	1361
1588	2477
1589	1254
1590	1432
1591	1563
1592	1432
1593	1838
1594	1768
1595	1577
1596	1185
1597	1974
1598	1463
1599	1836
1600	1785
1601	925
1602	1454
1603	1611
1604	1892
1605	1501
1606	2046
1607	963
1608	1676
1609	2656
1610	2311
1611	1195
1612	2327
1613	1715
1614	939
1615	1179
1616	890
1617	955
1618	2349
1619	1314
1620	1569
1621	1354
1622	1557
1623	2565
1624	1660
1625	2082
1626	1731
1627	2264
1628	1550
1629	1715
1630	1756
1631	2181
1632	1101
1633	1371
1634	1443
1635	1923
1636	607
1637	2142
1638	1765
1639	1398
1640	1481
1641	1802
1642	1510
1643	1134
1644	1674
1645	1572
1646	1025
1647	2693
1648	890
1649	1624
1650	1383
1651	2065
1652	1358
1653	1760
1654	1481
1655	1297
1656	1687
1657	2304
1658	1362
1659	1419
1660	1765
1661	1038
1662	1377
1663	2344
1664	2276
1665	2038
1666	939
1667	1865
1668	1823
1669	867
1670	1797
1671	1429
1672	1119
1673	1497
1674	1584
1675	1499
1676	2282
1677	917
1678	1657
1679	1277
1680	1068
1681	2080
1682	1615
1683	1614
1684	1306
1685	1595
1686	2744
1687	1233
1688	1676
1689	1411
1690	1069
1691	1830
1692	1590
1693	1477
1694	1060
1695	1126
1696	1828
1697	2240
1698	2795
1699	1845
1700	1048
1701	2576
1702	2178
1703	1571
1704	2118
1705	1623
1706	1151
1707	1005
1708	1116
1709	1249
1710	906
1711	1590
1712	1633
1713	2125
1714	839
1715	1096
1716	1740
1717	698
1718	1645
1719	1114
1720	1218
1721	1406
1722	1786
1723	887
1724	1070
1725	1572
1726	2065
1727	2306
1728	1250
1729	1778
1730	1378
1731	1721
1732	2124
1733	1623
1734	1596
1735	2837
1736	1399
1737	1293
1738	2368
1739	2403
1740	1963
1741	1135
1742	1663
1743	1099
1744	1672
1745	1962
1746	1190
1747	1293
1748	1493
1749	3241
1750	1205
1751	1175
1752	2471
1753	1213
1754	1944
1755	1312
1756	1138
1757	1636
1758	1411
1759	1609
1760	1417
1761	1214
1762	1502
1763	1951
1764	1356
1765	1938
1766	1550
1767	983
1768	1671
1769	1512
1770	1895
1771	1786
1772	1874
1773	1830
1774	1315
1775	1177
1776	2539
1777	1521
1778	2121
1779	1659
1780	1508
1781	877
1782	1824
1783	1815
1784	1467
1785	1647
1786	2097
1787	1143
1788	771
1789	1282
1790	1575
1791	2035
1792	1043
1793	1192
1794	1118
1795	1774
1796	1313
1797	1364
1798	1415
1799	1326
1800	1548
1801	1126
1802	2712
1803	2816
1804	1421
1805	1843
1806	2119
1807	2352
1808	2024
1809	1534
1810	1199
1811	2270
1812	932
1813	2680
1814	1082
1815	1179
1816	1040
1817	1568
1818	1686
1819	1476
1820	1870
1821	1487
1822	1524
1823	1522
1824	1479
1825	1483
1826	1815
1827	1810
1828	993
1829	1750
1830	1699
1831	2100
1832	2009
1833	1749
1834	1606
1835	2007
1836	1702
1837	907
1838	1489
1839	1209
1840	1659
1841	1446
1842	1874
1843	1284
1844	2484
1845	1708
1846	1070
1847	1314
1848	1929
1849	1600
1850	1640
1851	1857
1852	931
1853	1020
1854	997
1855	1492
1856	1818
1857	1806
1858	1481
1859	1193
1860	1190
1861	1246
1862	864
1863	2130
1864	1043
1865	1073
1866	2044
1867	1726
1868	2838
1869	1218
1870	1741
1871	1560
1872	1496
1873	1943
1874	1937
1875	1536
1876	1330
1877	2293
1878	1148
1879	2049
1880	1574
1881	1047
1882	1570
1883	2226
1884	1625
1885	1750
1886	2965
1887	1695
1888	1321
1889	1218
1890	2172
1891	2087
1892	1601
1893	2263
1894	1360
1895	1351
1896	2209
1897	2077
1898	891
1899	1344
1900	1591
1901	1761
1902	2008
1903	1502
1904	2018
1905	1259
1906	1161
1907	977
1908	1057
1909	2094
1910	1018
1911	1678
1912	2145
1913	2253
1914	1264
1915	1958
1916	1545
1917	1877
1918	1299
1919	1551
1920	1368
1921	2112
1922	1944
1923	1204
1924	1437
1925	2258
1926	815
1927	1725
1928	1178
1929	1035
1930	1383
1931	1522
1932	1213
1933	1807
1934	1355
1935	1131
1936	2367
1937	1692
1938	2499
1939	1447
1940	1908
1941	1180
1942	1351
1943	1006
1944	2304
1945	1076
1946	2062
1947	1496
1948	1516
1949	2236
1950	2050
1951	2501
1952	1687
1953	1435
1954	1423
1955	1259
1956	1757
1957	1907
1958	1142
1959	1265
1960	1375
1961	896
1962	1356
1963	2428
1964	2453
1965	1711
1966	1527
1967	1037
1968	2162
1969	1160
1970	1079
1971	2485
1972	1407
1973	1390
1974	1359
1975	1103
1976	1860
1977	1629
1978	2322
1979	2054
1980	1787
1981	1302
1982	1314
1983	533
1984	1150
1985	1435
1986	2071
1987	1045
1988	1655
1989	1736
1990	1062
1991	1675
1992	1440
1993	1465
1994	2044
1995	1577
1996	2002
1997	1801
1998	2418
1999	1700
2000	1864
2001	1586
2002	1158
2003	1630
2004	1881
2005	1322
2006	1432
2007	1825
2008	1645
2009	1068
2010	2399
2011	1853
2012	2018
2013	1704
2014	2731
2015	1103
2016	1200
2017	2575
2018	2398
2019	1288
2020	1686
2021	1691
2022	2083
2023	1143
2024	1989
2025	2480
2026	1546
2027	1018
2028	1553
2029	2474
2030	1120
2031	1172
2032	2085
2033	1373
2034	2512
2035	918
2036	1948
2037	1617
2038	980
2039	1550
2040	1289
2041	1344
2042	1306
2043	1179
2044	1767
2045	1435
2046	1812
2047	1822
2048	2085
2049	2054
2050	2120
2051	1966
2052	1854
2053	1288
2054	2277
2055	1286
2056	765
2057	2675
2058	2241
2059	1380
2060	1234
2061	1409
2062	1739
2063	1801
2064	2421
2065	583
2066	2436
2067	1124
2068	1835
2069	1089
2070	1838
2071	1902
2072	1614
2073	1269
2074	1414
2075	1477
2076	2167
2077	2426
2078	1867
2079	1524
2080	910
2081	1947
2082	2117
2083	1326
2084	1349
2085	1421
2086	1625
2087	1891
2088	2997
2089	1845
2090	1277
2091	1751
2092	1918
2093	2105
2094	1421
2095	2722
2096	1704
2097	1633
2098	1957
2099	1424
2100	1621
2101	1144
2102	1608
2103	1958
2104	1331
2105	2000
2106	977
2107	1376
2108	1452
2109	1030
2110	2056
2111	2734
2112	1247
2113	2052
2114	1606
2115	1018
2116	1296
2117	1574
2118	2074
2119	1577
2120	2154
2121	1781
2122	2387
2123	2370
2124	1112
2125	1678
2126	1224
2127	1742
2128	1045
2129	2128
2130	1544
2131	1776
2132	1937
2133	2163
2134	1543
2135	1489
2136	1248
2137	2111
2138	1585
2139	1860
2140	1181
2141	1584
2142	1182
2143	1257
2144	2484
2145	1136
2146	1012
2147	1517
2148	1204
2149	1919
2150	1760
2151	1587
2152	1768
2153	3153
2154	1697
2155	1551
2156	1649
2157	775
2158	2506
2159	1770
2160	3024
2161	2124
2162	1632
2163	2008
2164	1025
2165	2057
2166	2296
2167	1542
2168	2069
2169	2135
2170	1592
2171	1567
2172	1042
2173	1061
2174	1651
2175	2007
2176	2518
2177	1141
2178	1635
2179	1595
2180	2295
2181	1924
2182	2363
2183	1340
2184	2533
2185	1175
2186	1237
2187	1357
2188	2257
2189	1134
2190	1958
2191	944
2192	2758
2193	1366
2194	1161
2195	2293
2196	1623
2197	1192
2198	1549
2199	1252
2200	1880
2201	1223
2202	1743
2203	1369
2204	1226
2205	1610
2206	1926
2207	738
2208	1240
2209	1779
2210	2070
2211	2001
2212	1862
2213	1837
2214	2040
2215	1505
2216	1365
2217	1389
2218	3163
2219	2498
2220	1287
2221	1502
2222	1367
2223	1291
2224	1740
2225	1181
2226	2119
2227	1420
2228	1590
2229	1536
2230	2147
2231	1658
2232	1627
2233	1582
2234	1398
2235	1334
2236	1397
2237	1695
2238	844
2239	2379
2240	995
2241	3630
2242	1471
2243	1233
2244	1239
2245	2550
2246	2490
2247	894
2248	2385
2249	1719
2250	2075
2251	1492
2252	1670
2253	1501
2254	1510
2255	2116
2256	1300
2257	1607
2258	1915
2259	2285
2260	721
2261	1814
2262	1027
2263	1346
2264	1330
2265	1209
2266	2490
2267	1160
2268	2121
2269	1905
2270	1573
2271	1028
2272	1457
2273	1685
2274	1320
2275	1731
2276	1192
2277	1231
2278	1396
2279	3678
2280	1076
2281	1774
2282	779
2283	1069
2284	2180
2285	1298
2286	1884
2287	1304
2288	2337
2289	1889
2290	1883
2291	1710
2292	1953
2293	1190
2294	939
2295	2405
2296	1301
2297	1176
2298	1555
2299	2367
2300	1255
2301	2355
2302	1482
2303	837
2304	1951
2305	1538
2306	1657
2307	1350
2308	1239
2309	2373
2310	1556
2311	1568
2312	1264
2313	1802
2314	1352
2315	1686
2316	1652
2317	1752
2318	1294
2319	1212
2320	1503
2321	2075
2322	1619
2323	1297
2324	2114
2325	1912
2326	1108
2327	1406
2328	2149
2329	1313
2330	1846
2331	1544
2332	1558
2333	1689
2334	1084
2335	1969
2336	1344
2337	1168
2338	1545
2339	1983
2340	2063
2341	1579
2342	1174
2343	1331
2344	1594
2345	1657
2346	1940
2347	1650
2348	1477
2349	983
2350	1322
2351	1428
2352	2336
2353	1781
2354	1229
2355	1788
2356	2197
2357	1443
2358	1337
2359	1173
2360	2711
2361	1621
2362	1583
2363	2646
2364	1380
2365	2041
2366	1136
2367	1587
2368	1578
2369	2225
2370	2200
2371	1703
2372	1611
2373	2150
2374	1909
2375	1544
2376	2040
2377	1683
2378	1548
2379	1256
2380	1244
2381	1412
2382	2756
2383	1541
2384	962
2385	1914
2386	1398
2387	2037
2388	1515
2389	1497
2390	1595
2391	2178
2392	1253
2393	1432
2394	2086
2395	1630
2396	740
2397	1366
2398	1874
2399	2878
2400	1304
2401	1095
2402	1308
2403	1351
2404	915
2405	769
2406	1382
2407	1940
2408	1408
2409	1934
2410	1298
2411	1988
2412	1427
2413	1264
2414	2398
2415	2149
2416	902
2417	3039
2418	2363
2419	1396
2420	1259
2421	1379
2422	1086
2423	1808
2424	1908
2425	1169
2426	1248
2427	1926
2428	1360
2429	1498
2430	2639
2431	1539
2432	1703
2433	1957
2434	2982
2435	2351
2436	1217
2437	1730
2438	2254
2439	1137
2440	739
2441	2217
2442	1402
2443	1905
2444	1072
2445	1736
2446	1815
2447	1523
2448	1382
2449	2145
2450	1742
2451	1425
2452	1679
2453	868
2454	1681
2455	1648
2456	1544
2457	1386
2458	1422
2459	2370
2460	1545
2461	1573
2462	1479
2463	1401
2464	1917
2465	1698
2466	1341
2467	1555
2468	979
2469	1086
2470	1072
2471	757
2472	2217
2473	1633
2474	1098
2475	1705
2476	1514
2477	1929
2478	1513
2479	1416
2480	1372
2481	1514
2482	1550
2483	1302
2484	1284
2485	1078
2486	1511
2487	927
2488	1390
2489	1700
2490	1509
2491	1490
2492	1447
2493	1596
2494	1766
2495	1148
2496	1289
2497	1621
2498	1459
2499	2173
2500	1374
2501	1933
2502	1723
2503	1600
2504	1603
2505	2390
2506	1041
2507	751
2508	1593
2509	744
2510	1449
2511	2640
2512	1825
2513	2359
2514	1249
2515	2489
2516	1088
2517	2430
2518	1371
2519	2972
2520	1499
2521	2709
2522	1473
2523	1631
2524	2268
2525	2098
2526	2043
2527	1890
2528	1039
2529	1259
2530	1427
2531	1459
2532	1213
2533	1151
