Network size	Joining time (ms)
571	1300
572	2336
573	1379
574	1134
575	1037
576	1558
577	1532
578	1504
579	1785
580	2517
581	2452
582	1474
583	1919
584	1367
585	1689
586	3375
587	1060
588	1594
589	1447
590	1851
591	2333
592	844
593	1410
594	2701
595	1526
596	1370
597	1540
598	1824
599	1774
600	798
601	1559
602	1668
603	1326
604	1694
605	1567
606	1093
607	2384
608	2012
609	1788
610	1898
611	2070
612	869
613	1422
614	1542
615	1409
616	2057
617	1777
618	2162
619	1798
620	1439
621	1517
622	1378
623	736
624	1455
625	980
626	1313
627	2097
628	2143
629	1931
630	1131
631	943
632	1352
633	1970
634	1386
635	2192
636	1109
637	1159
638	1630
639	2091
640	1690
641	2273
642	1536
643	1156
644	1393
645	1782
646	1550
647	1532
648	1574
649	1525
650	1256
651	1669
652	1215
653	1092
654	1730
655	990
656	2336
657	2059
658	1942
659	1158
660	1009
661	1701
662	1764
663	2172
664	1303
665	1499
666	2125
667	1320
668	1408
669	1584
670	1195
671	1767
672	2152
673	1215
674	1155
675	1293
676	1639
677	1483
678	1164
679	1800
680	1042
681	1309
682	2273
683	1284
684	1270
685	1466
686	1410
687	1356
688	2711
689	1812
690	810
691	1916
692	2192
693	1092
694	2680
695	1544
696	736
697	1552
698	1180
699	998
700	1528
701	1754
702	1662
703	1881
704	1715
705	1441
706	1834
707	1137
708	1251
709	1268
710	1624
711	2621
712	1850
713	1493
714	1663
715	2453
716	974
717	1852
718	1860
719	1006
720	1818
721	1434
722	1534
723	1678
724	1570
725	1168
726	1683
727	1082
728	1054
729	1044
730	1167
731	1335
732	1993
733	1152
734	1327
735	1688
736	2058
737	2514
738	1978
739	1495
740	1610
741	1991
742	1878
743	2526
744	1166
745	1196
746	1535
747	1773
748	1185
749	1483
750	1666
751	2097
752	1662
753	692
754	1165
755	1879
756	1496
757	1128
758	1359
759	1365
760	1238
761	1858
762	1078
763	1262
764	1597
765	1320
766	1417
767	1162
768	1449
769	1577
770	1408
771	1513
772	1306
773	1774
774	2148
775	1154
776	1557
777	1303
778	1867
779	2611
780	1580
781	1799
782	990
783	1202
784	1687
785	1111
786	2019
787	1898
788	1266
789	1191
790	1611
791	833
792	555
793	2105
794	1907
795	2228
796	1953
797	1306
798	1754
799	1205
800	2036
801	1317
802	2841
803	877
804	1181
805	976
806	1847
807	1709
808	2230
809	1435
810	1407
811	902
812	1577
813	1255
814	2131
815	1094
816	1954
817	1415
818	1148
819	1898
820	1175
821	1398
822	1429
823	1707
824	1567
825	1656
826	892
827	1222
828	1567
829	1875
830	1891
831	1311
832	2092
833	1369
834	2613
835	1695
836	619
837	1312
838	811
839	1536
840	1858
841	2240
842	1555
843	1882
844	1498
845	1687
846	1780
847	1868
848	2892
849	1693
850	1399
851	1620
852	1979
853	1119
854	2123
855	2222
856	1413
857	1296
858	796
859	1640
860	1924
861	1266
862	1172
863	2562
864	2072
865	1304
866	1046
867	1567
868	1867
869	2072
870	2115
871	1551
872	1433
873	1886
874	2001
875	1172
876	1265
877	1086
878	1804
879	1644
880	1757
881	1019
882	1605
883	1475
884	1833
885	2237
886	1812
887	2226
888	1616
889	1092
890	1099
891	1783
892	1709
893	1471
894	2737
895	1263
896	1448
897	1798
898	1240
899	1685
900	1989
901	1739
902	2105
903	1251
904	1512
905	1326
906	1296
907	1368
908	1788
909	1781
910	1920
911	1626
912	2113
913	1072
914	1597
915	978
916	1020
917	1375
918	1667
919	818
920	1098
921	1436
922	1103
923	1580
924	965
925	967
926	1016
927	1379
928	1978
929	2511
930	1163
931	2145
932	1785
933	1974
934	1823
935	1233
936	1059
937	1709
938	1902
939	1360
940	1348
941	2510
942	1321
943	1193
944	1606
945	1428
946	1642
947	1635
948	1832
949	2355
950	909
951	1464
952	1051
953	802
954	1590
955	1859
956	1189
957	1426
958	2513
959	1770
960	2031
961	1394
962	1326
963	1454
964	1991
965	1751
966	1735
967	1255
968	1375
969	2096
970	1330
971	1214
972	1267
973	1228
974	1348
975	1503
976	1709
977	1683
978	1570
979	1341
980	990
981	1725
982	1679
983	1926
984	1367
985	1152
986	1176
987	1661
988	1239
989	1253
990	1413
991	1208
992	1798
993	1283
994	2202
995	1346
996	1825
997	1683
998	1613
999	1695
1000	1924
1001	2941
1002	1574
1003	1158
1004	2004
1005	1789
1006	1296
1007	1580
1008	1661
1009	1087
1010	2067
1011	2494
1012	845
1013	1800
1014	1744
1015	2717
1016	2006
1017	1809
1018	1774
1019	1583
1020	1283
1021	2434
1022	1511
1023	1730
1024	1216
1025	1469
1026	1472
1027	1493
1028	987
1029	1635
1030	1479
1031	1413
1032	2670
1033	1120
1034	1703
1035	1793
1036	2086
1037	1126
1038	1272
1039	1975
1040	1387
1041	2038
1042	1563
1043	1026
1044	1380
1045	1592
1046	1859
1047	1031
1048	1360
1049	1262
1050	1987
1051	1399
1052	926
1053	2278
1054	1019
1055	1245
1056	1613
1057	1540
1058	1316
1059	1515
1060	2465
1061	1457
1062	1666
1063	995
1064	1878
1065	2327
1066	1790
1067	1203
1068	1195
1069	2071
1070	1472
1071	1950
1072	563
1073	1825
1074	1773
1075	1825
1076	480
1077	1335
1078	1931
1079	766
1080	1648
1081	1368
1082	1495
1083	911
1084	1845
1085	1720
1086	1111
1087	1344
1088	1418
1089	1495
1090	1095
1091	1452
1092	1935
1093	1573
1094	1810
1095	1842
1096	1364
1097	728
1098	1728
1099	1285
1100	1181
1101	2412
1102	1549
1103	1065
1104	955
1105	1577
1106	2620
1107	1451
1108	1978
1109	904
1110	1622
1111	2015
1112	2167
1113	1033
1114	1147
1115	1608
1116	1899
1117	1866
1118	1455
1119	1282
1120	1856
1121	2063
1122	1855
1123	1075
1124	2535
1125	843
1126	1328
1127	2217
1128	1533
1129	2381
1130	972
1131	1653
1132	1296
1133	900
1134	1903
1135	1013
1136	1509
1137	2174
1138	1769
1139	1055
1140	1097
1141	1485
1142	1636
1143	1846
1144	1258
1145	961
1146	1914
1147	2052
1148	1230
1149	1424
1150	1484
1151	2037
1152	1464
1153	1041
1154	1465
1155	1710
1156	1582
1157	1230
1158	821
1159	1114
1160	1833
1161	968
1162	1817
1163	1693
1164	1631
1165	1228
1166	2229
1167	814
1168	2082
1169	1695
1170	1015
1171	2000
1172	1537
1173	1300
1174	1413
1175	1110
1176	2293
1177	1873
1178	1834
1179	1580
1180	1640
1181	1401
1182	2700
1183	1371
1184	1272
1185	1275
1186	1831
1187	1704
1188	1839
1189	1787
1190	1767
1191	1462
1192	1631
1193	1271
1194	1762
1195	1569
1196	1323
1197	1047
1198	1144
1199	1624
1200	2567
1201	1297
1202	3317
1203	1553
1204	1279
1205	1339
1206	2298
1207	1806
1208	1079
1209	1463
1210	1751
1211	1518
1212	1357
1213	1675
1214	1626
1215	2262
1216	1310
1217	1271
1218	908
1219	955
1220	1672
1221	1602
1222	2217
1223	1600
1224	1417
1225	1788
1226	1659
1227	1873
1228	1040
1229	1182
1230	1260
1231	984
1232	2597
1233	2089
1234	2070
1235	2004
1236	2644
1237	1884
1238	1278
1239	1621
1240	1753
1241	1716
1242	1646
1243	1953
1244	1647
1245	1399
1246	958
1247	2258
1248	2142
1249	1324
1250	1686
1251	1513
1252	1206
1253	1162
1254	1065
1255	1112
1256	1339
1257	1796
1258	1185
1259	3569
1260	796
1261	1123
1262	1260
1263	1257
1264	1182
1265	1609
1266	1227
1267	1096
1268	1805
1269	2589
1270	2037
1271	1603
1272	1331
1273	1687
1274	1921
1275	1948
1276	1965
1277	1997
1278	1510
1279	1140
1280	1687
1281	1692
1282	1240
1283	977
1284	1757
1285	2061
1286	1701
1287	1699
1288	2093
1289	2238
1290	803
1291	1123
1292	1013
1293	1264
1294	1498
1295	1494
1296	2073
1297	1733
1298	1309
1299	2151
1300	2069
1301	1678
1302	1668
1303	1599
1304	1690
1305	1642
1306	1252
1307	1861
1308	1519
1309	1431
1310	1458
1311	1418
1312	2106
1313	1564
1314	1561
1315	1124
1316	1338
1317	2471
1318	1300
1319	2303
1320	1641
1321	860
1322	1421
1323	1225
1324	2133
1325	2729
1326	1187
1327	1488
1328	1156
1329	1648
1330	1796
1331	1548
1332	1571
1333	1591
1334	2099
1335	1510
1336	1605
1337	1795
1338	862
1339	1361
1340	1473
1341	1660
1342	1711
1343	1423
1344	1156
1345	2316
1346	1080
1347	1477
1348	1356
1349	1732
1350	2059
1351	1991
1352	1874
1353	2727
1354	2016
1355	1609
1356	1585
1357	1473
1358	1584
1359	1737
1360	1741
1361	1589
1362	2665
1363	1599
1364	1140
1365	1406
1366	1422
1367	1571
1368	1859
1369	1752
1370	2082
1371	1698
1372	1777
1373	1675
1374	1866
1375	1404
1376	1376
1377	1470
1378	1448
1379	1238
1380	1449
1381	857
1382	1586
1383	1484
1384	985
1385	2533
1386	1520
1387	1477
1388	1179
1389	1786
1390	1440
1391	846
1392	1789
1393	1027
1394	1455
1395	1559
1396	1513
1397	2049
1398	1599
1399	1096
1400	1857
1401	1763
1402	834
1403	1703
1404	938
1405	1762
1406	1386
1407	2024
1408	1838
1409	1604
1410	1023
1411	1400
1412	1130
1413	991
1414	1881
1415	1311
1416	1444
1417	1330
1418	763
1419	1014
1420	2332
1421	1600
1422	1207
1423	1552
1424	1724
1425	2167
1426	985
1427	2018
1428	1676
1429	2233
1430	1235
1431	1308
1432	942
1433	1105
1434	1904
1435	2326
1436	1785
1437	1528
1438	1237
1439	2196
1440	1762
1441	1349
1442	1463
1443	942
1444	1340
1445	2390
1446	1512
1447	1352
1448	1308
1449	1613
1450	2154
1451	2147
1452	1101
1453	1273
1454	1756
1455	1595
1456	1987
1457	1279
1458	1831
1459	1042
1460	1693
1461	1384
1462	1510
1463	887
1464	1541
1465	1366
1466	1781
1467	1549
1468	1743
1469	925
1470	1463
1471	1056
1472	351
1473	2389
1474	1113
1475	1383
1476	1958
1477	1490
1478	1751
1479	1751
1480	1187
1481	1247
1482	1986
1483	2000
1484	1825
1485	2296
1486	1667
1487	1423
1488	2031
1489	1306
1490	1969
1491	2006
1492	1759
1493	1080
1494	1374
1495	1493
1496	1223
1497	1645
1498	1011
1499	1608
1500	1926
1501	2017
1502	1165
1503	1203
1504	2123
1505	1209
1506	1646
1507	2636
1508	2669
1509	1172
1510	2374
1511	2572
1512	2000
1513	1585
1514	1924
1515	1063
1516	1275
1517	1293
1518	1764
1519	1017
1520	1482
1521	920
1522	995
1523	1691
1524	1007
1525	2776
1526	1114
1527	990
1528	1194
1529	790
1530	980
1531	1648
1532	1148
1533	1746
1534	1399
1535	935
1536	1540
1537	921
1538	3117
1539	2075
1540	891
1541	2961
1542	1383
1543	1547
1544	1659
1545	1611
1546	1300
1547	1238
1548	1496
1549	2285
1550	1015
1551	1626
1552	1848
1553	2514
1554	2801
1555	2252
1556	1936
1557	1086
1558	1865
1559	1795
1560	976
1561	1778
1562	1644
1563	1789
1564	1837
1565	871
1566	2059
1567	2071
1568	993
1569	907
1570	1455
1571	1747
1572	1491
1573	2678
1574	1656
1575	975
1576	990
1577	1351
1578	885
1579	1396
1580	1200
1581	1368
1582	1132
1583	1933
1584	1249
1585	1690
1586	1478
1587	1919
1588	1722
1589	1035
1590	1324
1591	1234
1592	1168
1593	1933
1594	1339
1595	2568
1596	1914
1597	1482
1598	2392
1599	1117
1600	1726
1601	1199
1602	1270
1603	1917
1604	2243
1605	2402
1606	1538
1607	1117
1608	2194
1609	2467
1610	1883
1611	1305
1612	2322
1613	1253
1614	1379
1615	1458
1616	1179
1617	1619
1618	877
1619	1785
1620	2075
1621	1661
1622	1120
1623	1331
1624	1400
1625	1691
1626	1167
1627	1247
1628	2299
1629	760
1630	1898
1631	2211
1632	1619
1633	2359
1634	1349
1635	3410
1636	1291
1637	1694
1638	2140
1639	963
1640	1768
1641	1060
1642	2093
1643	1093
1644	2113
1645	1594
1646	1884
1647	1409
1648	2062
1649	1705
1650	1709
1651	1773
1652	1833
1653	1714
1654	1358
1655	2343
1656	1251
1657	847
1658	1879
1659	1284
1660	1138
1661	1489
1662	1311
1663	1754
1664	2578
1665	2420
1666	1019
1667	1716
1668	1560
1669	1246
1670	1639
1671	1674
1672	1418
1673	2123
1674	1700
1675	1783
1676	1253
1677	1429
1678	1121
1679	1565
1680	781
1681	1409
1682	1198
1683	915
1684	1516
1685	1547
1686	2506
1687	1837
1688	2631
1689	1645
1690	2297
1691	2011
1692	2112
1693	1952
1694	1520
1695	2705
1696	1739
1697	1712
1698	2377
1699	1133
1700	2123
1701	1728
1702	1816
1703	1340
1704	1569
1705	1431
1706	1344
1707	1333
1708	1098
1709	2261
1710	1670
1711	1724
1712	2055
1713	1924
1714	1581
1715	1294
1716	1919
1717	1338
1718	1611
1719	1509
1720	1882
1721	1060
1722	2037
1723	1110
1724	2177
1725	2011
1726	2303
1727	1553
1728	1477
1729	1234
1730	1235
1731	1074
1732	1191
1733	1270
1734	1711
1735	1659
1736	1599
1737	1407
1738	1754
1739	1595
1740	1683
1741	1421
1742	1274
1743	1721
1744	1908
1745	1367
1746	800
1747	2408
1748	1755
1749	1925
1750	1492
1751	1133
1752	949
1753	1347
1754	1645
1755	2591
1756	1503
1757	2105
1758	1844
1759	1531
1760	934
1761	1492
1762	1350
1763	1705
1764	1040
1765	1124
1766	691
1767	1658
1768	2100
1769	1422
1770	2628
1771	1264
1772	1507
1773	1328
1774	1515
1775	1250
1776	1251
1777	1564
1778	1814
1779	1010
1780	2110
1781	1067
1782	1276
1783	1847
1784	1422
1785	2120
1786	923
1787	995
1788	2188
1789	1786
1790	1760
1791	1719
1792	965
1793	1464
1794	1431
1795	1594
1796	960
1797	1690
1798	849
1799	1099
1800	1206
1801	1227
1802	2462
1803	1762
1804	1043
1805	1033
1806	1672
1807	1515
1808	1425
1809	1279
1810	2174
1811	1480
1812	1741
1813	881
1814	1539
1815	1756
1816	961
1817	1179
1818	2259
1819	1575
1820	1489
1821	1426
1822	1014
1823	1478
1824	1797
1825	1601
1826	1863
1827	1723
1828	1421
1829	1443
1830	1576
1831	3108
1832	1814
1833	1213
1834	1974
1835	1084
1836	1563
1837	1817
1838	2456
1839	1567
1840	1918
1841	1521
1842	1486
1843	1898
1844	1628
1845	2440
1846	1463
1847	2156
1848	1293
1849	1132
1850	1592
1851	971
1852	1413
1853	1372
1854	2138
1855	939
1856	1418
1857	1271
1858	1613
1859	1710
1860	1363
1861	1389
1862	1671
1863	1033
1864	2005
1865	1804
1866	1678
1867	1547
1868	1572
1869	2209
1870	2259
1871	1040
1872	1182
1873	2556
1874	1367
1875	1853
1876	1273
1877	3206
1878	1627
1879	2951
1880	1036
1881	1242
1882	2822
1883	1322
1884	1773
1885	1842
1886	896
1887	734
1888	1794
1889	1658
1890	1498
1891	2289
1892	818
1893	2566
1894	671
1895	1032
1896	2346
1897	1746
1898	2143
1899	1068
1900	1415
1901	1439
1902	2477
1903	1464
1904	2687
1905	1069
1906	1379
1907	1149
1908	1163
1909	1218
1910	1393
1911	1674
1912	615
1913	980
1914	1879
1915	1636
1916	2699
1917	1190
1918	1455
1919	1303
1920	1830
1921	1218
1922	1513
1923	1704
1924	1172
1925	1969
1926	2224
1927	1528
1928	1017
1929	2114
1930	1722
1931	2627
1932	1742
1933	1830
1934	1700
1935	2199
1936	1954
1937	1545
1938	1215
1939	1419
1940	1482
1941	1277
1942	1426
1943	1039
1944	1324
1945	1382
1946	1727
1947	1218
1948	2008
1949	2424
1950	2174
1951	1508
1952	2014
1953	1794
1954	2787
1955	1791
1956	1901
1957	1926
1958	2280
1959	1285
1960	1249
1961	1547
1962	1425
1963	1796
1964	1907
1965	2884
1966	1660
1967	1582
1968	1473
1969	892
1970	2920
1971	1257
1972	1691
1973	1607
1974	1756
1975	1321
1976	1792
1977	1146
1978	1940
1979	1534
1980	2258
1981	1418
1982	1164
1983	2403
1984	2060
1985	963
1986	1536
1987	1622
1988	2131
1989	1327
1990	2185
1991	1525
1992	834
1993	2122
1994	1494
1995	1433
1996	2287
1997	1980
1998	1924
1999	935
2000	2024
2001	1398
2002	2135
2003	1709
2004	1496
2005	1437
2006	1613
2007	1685
2008	1332
2009	1790
2010	1931
2011	1642
2012	1898
2013	2098
2014	1694
2015	1976
2016	1704
2017	1402
2018	1489
2019	1043
2020	1395
2021	2163
2022	1635
2023	1059
2024	1677
2025	1353
2026	916
2027	1434
2028	1738
2029	1873
2030	1445
2031	1848
2032	1278
2033	1706
2034	2233
2035	2134
2036	1538
2037	1814
2038	934
2039	1488
2040	1489
2041	1200
2042	2021
2043	2294
2044	1582
2045	1597
2046	1886
2047	2441
2048	1344
2049	1133
2050	1519
2051	2058
2052	2819
2053	2213
2054	2087
2055	1180
2056	1738
2057	1702
2058	1209
2059	2214
2060	1602
2061	1736
2062	1878
2063	1896
2064	1551
2065	1241
2066	1445
2067	1985
2068	1788
2069	1081
2070	1138
2071	1126
2072	1444
2073	1394
2074	1530
2075	2189
2076	1191
2077	1393
2078	1985
2079	1771
2080	1531
2081	1396
2082	1649
2083	1712
2084	1909
2085	1604
2086	1356
2087	1465
2088	1590
2089	1202
2090	1569
2091	1555
2092	2461
2093	1222
2094	1599
2095	1772
2096	1557
2097	1816
2098	1278
2099	1840
2100	805
2101	1019
2102	1489
2103	1950
2104	1497
2105	1683
2106	2139
2107	1584
2108	1803
2109	2947
2110	1673
2111	1850
2112	2153
2113	1229
2114	1975
2115	1773
2116	1222
2117	2113
2118	1967
2119	1752
2120	1105
2121	1691
2122	1367
2123	2137
2124	2623
2125	2301
2126	1455
2127	2237
2128	1671
2129	1603
2130	2302
2131	1554
2132	1745
2133	2819
2134	1562
2135	1142
2136	1013
2137	1844
2138	1260
2139	1346
2140	1365
2141	1262
2142	1654
2143	1024
2144	1233
2145	1447
2146	2211
2147	1946
2148	2853
2149	1865
2150	2058
2151	2195
2152	1601
2153	1522
2154	1430
2155	1517
2156	1732
2157	1657
2158	1630
2159	1158
2160	1571
2161	1838
2162	1461
2163	1805
2164	1192
2165	1885
2166	1668
2167	2180
2168	1855
2169	1315
2170	1428
2171	857
2172	1731
2173	1340
2174	1098
2175	1786
2176	770
2177	1646
2178	1602
2179	2317
2180	1519
2181	1365
2182	2108
2183	1709
2184	1299
2185	1747
2186	1422
2187	1123
2188	1864
2189	1650
2190	1629
2191	1862
2192	2260
2193	1263
2194	1824
2195	1442
2196	1182
2197	2953
2198	1650
2199	2217
2200	1680
2201	1959
2202	929
2203	934
2204	1108
2205	1686
2206	2248
2207	1299
2208	2158
2209	1883
2210	2566
2211	1506
2212	2667
2213	2254
2214	1600
2215	1705
2216	1793
2217	1480
2218	1738
2219	1558
2220	1677
2221	1409
2222	2013
2223	714
2224	1591
2225	1794
2226	2189
2227	1186
2228	1470
2229	2131
2230	1299
2231	1080
2232	1696
2233	1559
2234	1942
2235	1546
2236	1636
2237	1348
2238	1841
2239	1575
2240	1267
2241	1224
2242	1237
2243	1848
2244	1181
2245	2093
2246	1224
2247	2133
2248	1773
2249	1489
2250	1708
2251	1809
2252	1542
2253	1305
2254	2221
2255	2665
2256	1419
2257	1654
2258	1732
2259	824
2260	1087
2261	1162
2262	1028
2263	2291
2264	2825
2265	1211
2266	1377
2267	2175
2268	2301
2269	2251
2270	1312
2271	1520
2272	2196
2273	1579
2274	1958
2275	1516
2276	1247
2277	1750
2278	1855
2279	1760
2280	739
2281	1125
2282	1659
2283	1514
2284	717
2285	1617
2286	1091
2287	1223
2288	2408
2289	2046
2290	2043
2291	3091
2292	1576
2293	920
2294	1175
2295	1568
2296	2387
2297	1375
2298	1928
2299	1708
2300	1569
2301	1430
2302	1641
2303	1594
2304	1972
2305	1415
2306	759
2307	1970
2308	1630
2309	1831
2310	2249
2311	1138
2312	1874
2313	2050
2314	1871
2315	2476
2316	1497
2317	1624
2318	1516
2319	2223
2320	685
2321	1135
2322	1345
2323	2329
2324	2334
2325	1745
2326	1667
2327	1650
2328	1905
2329	1753
2330	1457
2331	1218
2332	1652
2333	1405
2334	2338
2335	3070
2336	1163
2337	2439
2338	1846
2339	1787
2340	1265
2341	1461
2342	1695
2343	1260
2344	2376
2345	1625
2346	2136
2347	1703
2348	1462
2349	1342
2350	1020
2351	1584
2352	825
2353	1524
2354	1433
2355	1675
2356	1192
2357	2075
2358	1678
2359	753
2360	1968
2361	940
2362	1951
2363	1629
2364	1578
2365	1190
2366	1386
2367	1950
2368	2880
2369	1440
2370	1061
2371	1186
2372	2123
2373	1757
2374	1479
2375	1185
2376	1644
2377	2125
2378	1896
2379	1523
2380	2495
2381	1805
2382	2125
2383	1087
2384	1170
2385	1349
2386	858
2387	1578
2388	1525
2389	2390
2390	2423
2391	1381
2392	1343
2393	1262
2394	1348
2395	1535
2396	1093
2397	1789
2398	1491
2399	1451
2400	2184
2401	1684
2402	1048
2403	1667
2404	2380
2405	1036
2406	1944
2407	1883
2408	2513
2409	1692
2410	1930
2411	1876
2412	1487
2413	1323
2414	1232
2415	1951
2416	1844
2417	1546
2418	1115
2419	2645
2420	1980
2421	1146
2422	1692
2423	2055
2424	1659
2425	2521
2426	1785
2427	1501
2428	1795
2429	1423
2430	1220
2431	2273
2432	1318
2433	1675
2434	1148
2435	1838
2436	1518
2437	1528
2438	2062
2439	1685
2440	2553
2441	1633
2442	1319
2443	2340
2444	1285
2445	1876
2446	1437
2447	1542
2448	1207
2449	1369
2450	1515
2451	1952
2452	1777
2453	2364
2454	1605
2455	1416
2456	1403
2457	873
2458	1823
2459	1589
2460	2614
2461	1432
2462	1707
2463	1469
2464	1878
2465	1331
2466	2703
2467	1709
2468	2792
2469	1168
2470	1235
2471	2237
2472	1898
2473	1982
2474	1584
2475	1829
2476	1476
2477	1392
2478	1309
2479	2129
2480	1808
2481	1931
2482	1772
2483	1255
2484	1960
2485	2481
2486	1340
2487	2998
2488	2261
2489	1158
2490	1883
2491	3053
2492	1461
2493	2658
2494	1329
2495	1350
2496	1503
2497	1619
2498	2715
2499	1815
2500	1156
2501	1320
2502	1039
2503	1176
2504	1722
2505	1556
2506	1912
2507	1318
2508	1941
2509	3098
2510	1448
2511	1418
2512	1266
2513	3162
2514	1186
2515	1224
2516	1705
2517	1309
2518	1659
2519	1993
2520	1464
2521	1457
2522	1416
2523	2430
2524	1121
2525	1916
2526	1877
2527	2183
2528	1743
2529	1270
2530	1668
2531	1326
2532	2261
2533	1583
2534	1581
